Node_4d(x=57, y=100, floor='LL', building='RoyCarver') Node_4d(x=57, y=100, floor='LL', building='RoyCarver') normal 1
Node_4d(x=259, y=253, floor='LL', building='RoyCarver') Node_4d(x=268, y=251, floor='LL', building='RoyCarver') door 1000
Node_4d(x=260, y=131, floor='LL', building='RoyCarver') Node_4d(x=260, y=131, floor='LL', building='RoyCarver') normal 1
Node_4d(x=260, y=131, floor='LL', building='RoyCarver') Node_4d(x=266, y=125, floor='LL', building='RoyCarver') normal 1
Node_4d(x=261, y=217, floor='LL', building='RoyCarver') Node_4d(x=261, y=217, floor='LL', building='RoyCarver') normal 1
Node_4d(x=261, y=217, floor='LL', building='RoyCarver') Node_4d(x=268, y=214, floor='LL', building='RoyCarver') normal 1
Node_4d(x=261, y=217, floor='LL', building='RoyCarver') Node_4d(x=252, y=218, floor='LL', building='RoyCarver') door 1000
Node_4d(x=261, y=217, floor='LL', building='RoyCarver') Node_4d(x=271, y=225, floor='LL', building='RoyCarver') normal 1
Node_4d(x=262, y=37, floor='LL', building='RoyCarver') Node_4d(x=262, y=37, floor='LL', building='RoyCarver') normal 1
Node_4d(x=262, y=37, floor='LL', building='RoyCarver') Node_4d(x=269, y=33, floor='LL', building='RoyCarver') normal 1
Node_4d(x=262, y=37, floor='LL', building='RoyCarver') Node_4d(x=262, y=46, floor='LL', building='RoyCarver') normal 1
Node_4d(x=262, y=46, floor='LL', building='RoyCarver') Node_4d(x=262, y=46, floor='LL', building='RoyCarver') normal 1
Node_4d(x=262, y=68, floor='LL', building='RoyCarver') Node_4d(x=262, y=68, floor='LL', building='RoyCarver') normal 1
Node_4d(x=262, y=68, floor='LL', building='RoyCarver') Node_4d(x=269, y=65, floor='LL', building='RoyCarver') door 1000
Node_4d(x=262, y=68, floor='LL', building='RoyCarver') Node_4d(x=262, y=77, floor='LL', building='RoyCarver') normal 1
Node_4d(x=262, y=77, floor='LL', building='RoyCarver') Node_4d(x=262, y=77, floor='LL', building='RoyCarver') normal 1
Node_4d(x=262, y=77, floor='LL', building='RoyCarver') Node_4d(x=262, y=86, floor='LL', building='RoyCarver') normal 1
Node_4d(x=262, y=77, floor='LL', building='RoyCarver') Node_4d(x=250, y=78, floor='LL', building='RoyCarver') door 1000
Node_4d(x=262, y=86, floor='LL', building='RoyCarver') Node_4d(x=262, y=86, floor='LL', building='RoyCarver') normal 1
Node_4d(x=262, y=86, floor='LL', building='RoyCarver') Node_4d(x=259, y=93, floor='LL', building='RoyCarver') normal 1
Node_4d(x=263, y=118, floor='LL', building='RoyCarver') Node_4d(x=263, y=118, floor='LL', building='RoyCarver') normal 1
Node_4d(x=263, y=118, floor='LL', building='RoyCarver') Node_4d(x=266, y=125, floor='LL', building='RoyCarver') normal 1
Node_4d(x=263, y=118, floor='LL', building='RoyCarver') Node_4d(x=271, y=116, floor='LL', building='RoyCarver') normal 1
Node_4d(x=263, y=118, floor='LL', building='RoyCarver') Node_4d(x=267, y=109, floor='LL', building='RoyCarver') normal 1
Node_4d(x=263, y=244, floor='LL', building='RoyCarver') Node_4d(x=263, y=244, floor='LL', building='RoyCarver') normal 1
Node_4d(x=263, y=244, floor='LL', building='RoyCarver') Node_4d(x=271, y=242, floor='LL', building='RoyCarver') normal 1
Node_4d(x=263, y=244, floor='LL', building='RoyCarver') Node_4d(x=268, y=251, floor='LL', building='RoyCarver') normal 1
Node_4d(x=263, y=244, floor='LL', building='RoyCarver') Node_4d(x=264, y=228, floor='LL', building='RoyCarver') normal 1
Node_4d(x=264, y=228, floor='LL', building='RoyCarver') Node_4d(x=264, y=228, floor='LL', building='RoyCarver') normal 1
Node_4d(x=264, y=228, floor='LL', building='RoyCarver') Node_4d(x=271, y=225, floor='LL', building='RoyCarver') normal 1
Node_4d(x=264, y=228, floor='LL', building='RoyCarver') Node_4d(x=270, y=234, floor='LL', building='RoyCarver') normal 1
Node_4d(x=264, y=228, floor='LL', building='RoyCarver') Node_4d(x=268, y=214, floor='LL', building='RoyCarver') normal 1
Node_4d(x=265, y=201, floor='LL', building='RoyCarver') Node_4d(x=265, y=201, floor='LL', building='RoyCarver') normal 1
Node_4d(x=265, y=201, floor='LL', building='RoyCarver') Node_4d(x=272, y=204, floor='LL', building='RoyCarver') normal 1
Node_4d(x=266, y=125, floor='LL', building='RoyCarver') Node_4d(x=266, y=125, floor='LL', building='RoyCarver') normal 1
Node_4d(x=266, y=125, floor='LL', building='RoyCarver') Node_4d(x=274, y=123, floor='LL', building='RoyCarver') normal 1
Node_4d(x=266, y=125, floor='LL', building='RoyCarver') Node_4d(x=271, y=116, floor='LL', building='RoyCarver') normal 1
Node_4d(x=267, y=109, floor='LL', building='RoyCarver') Node_4d(x=267, y=109, floor='LL', building='RoyCarver') normal 1
Node_4d(x=267, y=109, floor='LL', building='RoyCarver') Node_4d(x=271, y=116, floor='LL', building='RoyCarver') normal 1
Node_4d(x=267, y=109, floor='LL', building='RoyCarver') Node_4d(x=274, y=104, floor='LL', building='RoyCarver') door 1000
Node_4d(x=267, y=109, floor='LL', building='RoyCarver') Node_4d(x=260, y=102, floor='LL', building='RoyCarver') normal 1
Node_4d(x=267, y=109, floor='LL', building='RoyCarver') Node_4d(x=278, y=111, floor='LL', building='RoyCarver') normal 1
Node_4d(x=268, y=251, floor='LL', building='RoyCarver') Node_4d(x=268, y=251, floor='LL', building='RoyCarver') normal 1
Node_4d(x=268, y=251, floor='LL', building='RoyCarver') Node_4d(x=272, y=258, floor='LL', building='RoyCarver') normal 1
Node_4d(x=268, y=251, floor='LL', building='RoyCarver') Node_4d(x=276, y=249, floor='LL', building='RoyCarver') normal 1
Node_4d(x=268, y=251, floor='LL', building='RoyCarver') Node_4d(x=271, y=242, floor='LL', building='RoyCarver') normal 1
Node_4d(x=269, y=33, floor='LL', building='RoyCarver') Node_4d(x=269, y=33, floor='LL', building='RoyCarver') normal 1
Node_4d(x=269, y=33, floor='LL', building='RoyCarver') Node_4d(x=277, y=34, floor='LL', building='RoyCarver') normal 1
Node_4d(x=269, y=304, floor='LL', building='RoyCarver') Node_4d(x=269, y=304, floor='LL', building='RoyCarver') normal 1
Node_4d(x=269, y=304, floor='LL', building='RoyCarver') Node_4d(x=277, y=305, floor='LL', building='RoyCarver') normal 1
Node_4d(x=269, y=304, floor='LL', building='RoyCarver') Node_4d(x=259, y=306, floor='LL', building='RoyCarver') normal 1
Node_4d(x=270, y=234, floor='LL', building='RoyCarver') Node_4d(x=270, y=234, floor='LL', building='RoyCarver') normal 1
Node_4d(x=270, y=234, floor='LL', building='RoyCarver') Node_4d(x=277, y=231, floor='LL', building='RoyCarver') normal 1
Node_4d(x=270, y=234, floor='LL', building='RoyCarver') Node_4d(x=271, y=242, floor='LL', building='RoyCarver') normal 1
Node_4d(x=270, y=234, floor='LL', building='RoyCarver') Node_4d(x=271, y=225, floor='LL', building='RoyCarver') normal 1
Node_4d(x=270, y=234, floor='LL', building='RoyCarver') Node_4d(x=278, y=239, floor='LL', building='RoyCarver') normal 1
Node_4d(x=271, y=116, floor='LL', building='RoyCarver') Node_4d(x=271, y=116, floor='LL', building='RoyCarver') normal 1
Node_4d(x=271, y=116, floor='LL', building='RoyCarver') Node_4d(x=274, y=123, floor='LL', building='RoyCarver') normal 1
Node_4d(x=271, y=116, floor='LL', building='RoyCarver') Node_4d(x=278, y=111, floor='LL', building='RoyCarver') normal 1
Node_4d(x=271, y=116, floor='LL', building='RoyCarver') Node_4d(x=281, y=118, floor='LL', building='RoyCarver') normal 1
Node_4d(x=271, y=225, floor='LL', building='RoyCarver') Node_4d(x=271, y=225, floor='LL', building='RoyCarver') normal 1
Node_4d(x=271, y=225, floor='LL', building='RoyCarver') Node_4d(x=278, y=222, floor='LL', building='RoyCarver') normal 1
Node_4d(x=271, y=225, floor='LL', building='RoyCarver') Node_4d(x=277, y=231, floor='LL', building='RoyCarver') normal 1
Node_4d(x=271, y=242, floor='LL', building='RoyCarver') Node_4d(x=271, y=242, floor='LL', building='RoyCarver') normal 1
Node_4d(x=271, y=242, floor='LL', building='RoyCarver') Node_4d(x=278, y=239, floor='LL', building='RoyCarver') normal 1
Node_4d(x=271, y=242, floor='LL', building='RoyCarver') Node_4d(x=276, y=249, floor='LL', building='RoyCarver') normal 1
Node_4d(x=272, y=204, floor='LL', building='RoyCarver') Node_4d(x=272, y=204, floor='LL', building='RoyCarver') normal 1
Node_4d(x=272, y=204, floor='LL', building='RoyCarver') Node_4d(x=268, y=214, floor='LL', building='RoyCarver') normal 1
Node_4d(x=272, y=204, floor='LL', building='RoyCarver') Node_4d(x=270, y=194, floor='LL', building='RoyCarver') door 1000
Node_4d(x=272, y=258, floor='LL', building='RoyCarver') Node_4d(x=272, y=258, floor='LL', building='RoyCarver') normal 1
Node_4d(x=272, y=258, floor='LL', building='RoyCarver') Node_4d(x=275, y=265, floor='LL', building='RoyCarver') normal 1
Node_4d(x=272, y=258, floor='LL', building='RoyCarver') Node_4d(x=280, y=256, floor='LL', building='RoyCarver') normal 1
Node_4d(x=272, y=258, floor='LL', building='RoyCarver') Node_4d(x=276, y=249, floor='LL', building='RoyCarver') normal 1
Node_4d(x=274, y=104, floor='LL', building='RoyCarver') Node_4d(x=274, y=104, floor='LL', building='RoyCarver') normal 1
Node_4d(x=274, y=104, floor='LL', building='RoyCarver') Node_4d(x=281, y=101, floor='LL', building='RoyCarver') normal 1
Node_4d(x=274, y=104, floor='LL', building='RoyCarver') Node_4d(x=278, y=111, floor='LL', building='RoyCarver') door 1000
Node_4d(x=274, y=104, floor='LL', building='RoyCarver') Node_4d(x=265, y=99, floor='LL', building='RoyCarver') normal 1
Node_4d(x=274, y=135, floor='LL', building='RoyCarver') Node_4d(x=274, y=135, floor='LL', building='RoyCarver') normal 1
Node_4d(x=274, y=135, floor='LL', building='RoyCarver') Node_4d(x=281, y=132, floor='LL', building='RoyCarver') normal 1
Node_4d(x=274, y=135, floor='LL', building='RoyCarver') Node_4d(x=266, y=138, floor='LL', building='RoyCarver') normal 1
Node_4d(x=275, y=265, floor='LL', building='RoyCarver') Node_4d(x=275, y=265, floor='LL', building='RoyCarver') normal 1
Node_4d(x=275, y=265, floor='LL', building='RoyCarver') Node_4d(x=281, y=271, floor='LL', building='RoyCarver') normal 1
Node_4d(x=275, y=265, floor='LL', building='RoyCarver') Node_4d(x=283, y=263, floor='LL', building='RoyCarver') normal 1
Node_4d(x=275, y=265, floor='LL', building='RoyCarver') Node_4d(x=280, y=256, floor='LL', building='RoyCarver') normal 1
Node_4d(x=275, y=280, floor='LL', building='RoyCarver') Node_4d(x=275, y=280, floor='LL', building='RoyCarver') normal 1
Node_4d(x=275, y=280, floor='LL', building='RoyCarver') Node_4d(x=281, y=286, floor='LL', building='RoyCarver') normal 1
Node_4d(x=275, y=280, floor='LL', building='RoyCarver') Node_4d(x=266, y=286, floor='LL', building='RoyCarver') normal 1
Node_4d(x=275, y=280, floor='LL', building='RoyCarver') Node_4d(x=266, y=272, floor='LL', building='RoyCarver') normal 1
Node_4d(x=276, y=249, floor='LL', building='RoyCarver') Node_4d(x=276, y=249, floor='LL', building='RoyCarver') normal 1
Node_4d(x=276, y=249, floor='LL', building='RoyCarver') Node_4d(x=280, y=256, floor='LL', building='RoyCarver') normal 1
Node_4d(x=276, y=249, floor='LL', building='RoyCarver') Node_4d(x=278, y=239, floor='LL', building='RoyCarver') normal 1
Node_4d(x=276, y=249, floor='LL', building='RoyCarver') Node_4d(x=285, y=244, floor='LL', building='RoyCarver') normal 1
Node_4d(x=277, y=34, floor='LL', building='RoyCarver') Node_4d(x=277, y=34, floor='LL', building='RoyCarver') normal 1
Node_4d(x=277, y=34, floor='LL', building='RoyCarver') Node_4d(x=285, y=35, floor='LL', building='RoyCarver') normal 1
Node_4d(x=277, y=231, floor='LL', building='RoyCarver') Node_4d(x=277, y=231, floor='LL', building='RoyCarver') normal 1
Node_4d(x=277, y=231, floor='LL', building='RoyCarver') Node_4d(x=285, y=230, floor='LL', building='RoyCarver') normal 1
Node_4d(x=277, y=231, floor='LL', building='RoyCarver') Node_4d(x=278, y=239, floor='LL', building='RoyCarver') normal 1
Node_4d(x=277, y=231, floor='LL', building='RoyCarver') Node_4d(x=278, y=222, floor='LL', building='RoyCarver') normal 1
Node_4d(x=277, y=305, floor='LL', building='RoyCarver') Node_4d(x=277, y=305, floor='LL', building='RoyCarver') normal 1
Node_4d(x=277, y=305, floor='LL', building='RoyCarver') Node_4d(x=275, y=313, floor='LL', building='RoyCarver') door 1000
Node_4d(x=278, y=111, floor='LL', building='RoyCarver') Node_4d(x=278, y=111, floor='LL', building='RoyCarver') normal 1
Node_4d(x=278, y=111, floor='LL', building='RoyCarver') Node_4d(x=281, y=118, floor='LL', building='RoyCarver') normal 1
Node_4d(x=278, y=111, floor='LL', building='RoyCarver') Node_4d(x=281, y=101, floor='LL', building='RoyCarver') door 1000
Node_4d(x=278, y=239, floor='LL', building='RoyCarver') Node_4d(x=278, y=239, floor='LL', building='RoyCarver') normal 1
Node_4d(x=278, y=239, floor='LL', building='RoyCarver') Node_4d(x=285, y=244, floor='LL', building='RoyCarver') normal 1
Node_4d(x=278, y=239, floor='LL', building='RoyCarver') Node_4d(x=285, y=230, floor='LL', building='RoyCarver') normal 1
Node_4d(x=280, y=256, floor='LL', building='RoyCarver') Node_4d(x=280, y=256, floor='LL', building='RoyCarver') normal 1
Node_4d(x=280, y=256, floor='LL', building='RoyCarver') Node_4d(x=283, y=263, floor='LL', building='RoyCarver') normal 1
Node_4d(x=281, y=271, floor='LL', building='RoyCarver') Node_4d(x=281, y=271, floor='LL', building='RoyCarver') normal 1
Node_4d(x=281, y=271, floor='LL', building='RoyCarver') Node_4d(x=284, y=278, floor='LL', building='RoyCarver') normal 1
Node_4d(x=281, y=271, floor='LL', building='RoyCarver') Node_4d(x=283, y=263, floor='LL', building='RoyCarver') normal 1
Node_4d(x=281, y=271, floor='LL', building='RoyCarver') Node_4d(x=289, y=269, floor='LL', building='RoyCarver') normal 1
Node_4d(x=283, y=263, floor='LL', building='RoyCarver') Node_4d(x=283, y=263, floor='LL', building='RoyCarver') normal 1
Node_4d(x=283, y=263, floor='LL', building='RoyCarver') Node_4d(x=289, y=269, floor='LL', building='RoyCarver') normal 1
Node_4d(x=283, y=263, floor='LL', building='RoyCarver') Node_4d(x=294, y=257, floor='LL', building='RoyCarver') normal 1
Node_4d(x=285, y=35, floor='LL', building='RoyCarver') Node_4d(x=285, y=35, floor='LL', building='RoyCarver') normal 1
Node_4d(x=285, y=35, floor='LL', building='RoyCarver') Node_4d(x=292, y=30, floor='LL', building='RoyCarver') normal 1
Node_4d(x=285, y=35, floor='LL', building='RoyCarver') Node_4d(x=296, y=42, floor='LL', building='RoyCarver') door 1000
Node_4d(x=285, y=230, floor='LL', building='RoyCarver') Node_4d(x=285, y=230, floor='LL', building='RoyCarver') normal 1
Node_4d(x=285, y=230, floor='LL', building='RoyCarver') Node_4d(x=292, y=233, floor='LL', building='RoyCarver') normal 1
Node_4d(x=285, y=244, floor='LL', building='RoyCarver') Node_4d(x=285, y=244, floor='LL', building='RoyCarver') normal 1
Node_4d(x=285, y=244, floor='LL', building='RoyCarver') Node_4d(x=293, y=243, floor='LL', building='RoyCarver') normal 1
Node_4d(x=288, y=289, floor='LL', building='RoyCarver') Node_4d(x=288, y=289, floor='LL', building='RoyCarver') normal 1
Node_4d(x=288, y=289, floor='LL', building='RoyCarver') Node_4d(x=281, y=286, floor='LL', building='RoyCarver') normal 1
Node_4d(x=288, y=289, floor='LL', building='RoyCarver') Node_4d(x=295, y=292, floor='LL', building='RoyCarver') normal 1
Node_4d(x=289, y=269, floor='LL', building='RoyCarver') Node_4d(x=289, y=269, floor='LL', building='RoyCarver') normal 1
Node_4d(x=289, y=269, floor='LL', building='RoyCarver') Node_4d(x=296, y=265, floor='LL', building='RoyCarver') normal 1
Node_4d(x=289, y=269, floor='LL', building='RoyCarver') Node_4d(x=294, y=276, floor='LL', building='RoyCarver') normal 1
Node_4d(x=289, y=269, floor='LL', building='RoyCarver') Node_4d(x=284, y=278, floor='LL', building='RoyCarver') normal 1
Node_4d(x=292, y=233, floor='LL', building='RoyCarver') Node_4d(x=292, y=233, floor='LL', building='RoyCarver') normal 1
Node_4d(x=292, y=233, floor='LL', building='RoyCarver') Node_4d(x=299, y=230, floor='LL', building='RoyCarver') normal 1
Node_4d(x=292, y=233, floor='LL', building='RoyCarver') Node_4d(x=300, y=238, floor='LL', building='RoyCarver') normal 1
Node_4d(x=292, y=233, floor='LL', building='RoyCarver') Node_4d(x=293, y=243, floor='LL', building='RoyCarver') normal 1
Node_4d(x=293, y=243, floor='LL', building='RoyCarver') Node_4d(x=293, y=243, floor='LL', building='RoyCarver') normal 1
Node_4d(x=293, y=243, floor='LL', building='RoyCarver') Node_4d(x=297, y=250, floor='LL', building='RoyCarver') normal 1
Node_4d(x=293, y=243, floor='LL', building='RoyCarver') Node_4d(x=300, y=238, floor='LL', building='RoyCarver') normal 1
Node_4d(x=293, y=243, floor='LL', building='RoyCarver') Node_4d(x=304, y=245, floor='LL', building='RoyCarver') normal 1
Node_4d(x=294, y=257, floor='LL', building='RoyCarver') Node_4d(x=294, y=257, floor='LL', building='RoyCarver') normal 1
Node_4d(x=294, y=257, floor='LL', building='RoyCarver') Node_4d(x=297, y=250, floor='LL', building='RoyCarver') normal 1
Node_4d(x=294, y=257, floor='LL', building='RoyCarver') Node_4d(x=302, y=258, floor='LL', building='RoyCarver') normal 1
Node_4d(x=294, y=257, floor='LL', building='RoyCarver') Node_4d(x=296, y=265, floor='LL', building='RoyCarver') normal 1
Node_4d(x=294, y=276, floor='LL', building='RoyCarver') Node_4d(x=294, y=276, floor='LL', building='RoyCarver') normal 1
Node_4d(x=294, y=276, floor='LL', building='RoyCarver') Node_4d(x=301, y=272, floor='LL', building='RoyCarver') normal 1
Node_4d(x=294, y=276, floor='LL', building='RoyCarver') Node_4d(x=301, y=281, floor='LL', building='RoyCarver') normal 1
Node_4d(x=294, y=276, floor='LL', building='RoyCarver') Node_4d(x=290, y=284, floor='LL', building='RoyCarver') normal 1
Node_4d(x=294, y=276, floor='LL', building='RoyCarver') Node_4d(x=284, y=278, floor='LL', building='RoyCarver') normal 1
Node_4d(x=294, y=276, floor='LL', building='RoyCarver') Node_4d(x=296, y=265, floor='LL', building='RoyCarver') normal 1
Node_4d(x=295, y=292, floor='LL', building='RoyCarver') Node_4d(x=295, y=292, floor='LL', building='RoyCarver') normal 1
Node_4d(x=295, y=292, floor='LL', building='RoyCarver') Node_4d(x=302, y=289, floor='LL', building='RoyCarver') normal 1
Node_4d(x=296, y=265, floor='LL', building='RoyCarver') Node_4d(x=296, y=265, floor='LL', building='RoyCarver') normal 1
Node_4d(x=296, y=265, floor='LL', building='RoyCarver') Node_4d(x=301, y=272, floor='LL', building='RoyCarver') normal 1
Node_4d(x=296, y=265, floor='LL', building='RoyCarver') Node_4d(x=305, y=265, floor='LL', building='RoyCarver') normal 1
Node_4d(x=296, y=265, floor='LL', building='RoyCarver') Node_4d(x=302, y=258, floor='LL', building='RoyCarver') normal 1
Node_4d(x=297, y=250, floor='LL', building='RoyCarver') Node_4d(x=297, y=250, floor='LL', building='RoyCarver') normal 1
Node_4d(x=297, y=250, floor='LL', building='RoyCarver') Node_4d(x=304, y=245, floor='LL', building='RoyCarver') normal 1
Node_4d(x=297, y=250, floor='LL', building='RoyCarver') Node_4d(x=302, y=258, floor='LL', building='RoyCarver') normal 1
Node_4d(x=297, y=250, floor='LL', building='RoyCarver') Node_4d(x=308, y=252, floor='LL', building='RoyCarver') normal 1
Node_4d(x=299, y=230, floor='LL', building='RoyCarver') Node_4d(x=299, y=230, floor='LL', building='RoyCarver') normal 1
Node_4d(x=299, y=230, floor='LL', building='RoyCarver') Node_4d(x=298, y=222, floor='LL', building='RoyCarver') normal 1
Node_4d(x=299, y=230, floor='LL', building='RoyCarver') Node_4d(x=300, y=238, floor='LL', building='RoyCarver') normal 1
Node_4d(x=299, y=230, floor='LL', building='RoyCarver') Node_4d(x=306, y=225, floor='LL', building='RoyCarver') normal 1
Node_4d(x=299, y=230, floor='LL', building='RoyCarver') Node_4d(x=307, y=233, floor='LL', building='RoyCarver') normal 1
Node_4d(x=300, y=74, floor='LL', building='RoyCarver') Node_4d(x=300, y=74, floor='LL', building='RoyCarver') normal 1
Node_4d(x=300, y=74, floor='LL', building='RoyCarver') Node_4d(x=297, y=81, floor='LL', building='RoyCarver') normal 1
Node_4d(x=300, y=74, floor='LL', building='RoyCarver') Node_4d(x=305, y=82, floor='LL', building='RoyCarver') normal 1
Node_4d(x=300, y=74, floor='LL', building='RoyCarver') Node_4d(x=290, y=72, floor='LL', building='RoyCarver') normal 1
Node_4d(x=300, y=238, floor='LL', building='RoyCarver') Node_4d(x=300, y=238, floor='LL', building='RoyCarver') normal 1
Node_4d(x=300, y=238, floor='LL', building='RoyCarver') Node_4d(x=304, y=245, floor='LL', building='RoyCarver') normal 1
Node_4d(x=300, y=238, floor='LL', building='RoyCarver') Node_4d(x=307, y=233, floor='LL', building='RoyCarver') normal 1
Node_4d(x=301, y=272, floor='LL', building='RoyCarver') Node_4d(x=301, y=272, floor='LL', building='RoyCarver') normal 1
Node_4d(x=301, y=272, floor='LL', building='RoyCarver') Node_4d(x=309, y=273, floor='LL', building='RoyCarver') normal 1
Node_4d(x=301, y=272, floor='LL', building='RoyCarver') Node_4d(x=305, y=265, floor='LL', building='RoyCarver') normal 1
Node_4d(x=301, y=272, floor='LL', building='RoyCarver') Node_4d(x=301, y=281, floor='LL', building='RoyCarver') normal 1
Node_4d(x=301, y=281, floor='LL', building='RoyCarver') Node_4d(x=301, y=281, floor='LL', building='RoyCarver') normal 1
Node_4d(x=301, y=281, floor='LL', building='RoyCarver') Node_4d(x=308, y=284, floor='LL', building='RoyCarver') normal 1
Node_4d(x=301, y=281, floor='LL', building='RoyCarver') Node_4d(x=309, y=273, floor='LL', building='RoyCarver') normal 1
Node_4d(x=302, y=258, floor='LL', building='RoyCarver') Node_4d(x=302, y=258, floor='LL', building='RoyCarver') normal 1
Node_4d(x=302, y=258, floor='LL', building='RoyCarver') Node_4d(x=305, y=265, floor='LL', building='RoyCarver') normal 1
Node_4d(x=302, y=258, floor='LL', building='RoyCarver') Node_4d(x=308, y=252, floor='LL', building='RoyCarver') normal 1
Node_4d(x=302, y=289, floor='LL', building='RoyCarver') Node_4d(x=302, y=289, floor='LL', building='RoyCarver') normal 1
Node_4d(x=302, y=289, floor='LL', building='RoyCarver') Node_4d(x=309, y=292, floor='LL', building='RoyCarver') normal 1
Node_4d(x=303, y=213, floor='LL', building='RoyCarver') Node_4d(x=303, y=213, floor='LL', building='RoyCarver') normal 1
Node_4d(x=304, y=245, floor='LL', building='RoyCarver') Node_4d(x=304, y=245, floor='LL', building='RoyCarver') normal 1
Node_4d(x=304, y=245, floor='LL', building='RoyCarver') Node_4d(x=308, y=252, floor='LL', building='RoyCarver') normal 1
Node_4d(x=304, y=245, floor='LL', building='RoyCarver') Node_4d(x=314, y=237, floor='LL', building='RoyCarver') normal 1
Node_4d(x=305, y=122, floor='LL', building='RoyCarver') Node_4d(x=305, y=122, floor='LL', building='RoyCarver') normal 1
Node_4d(x=305, y=122, floor='LL', building='RoyCarver') Node_4d(x=298, y=119, floor='LL', building='RoyCarver') normal 1
Node_4d(x=305, y=265, floor='LL', building='RoyCarver') Node_4d(x=305, y=265, floor='LL', building='RoyCarver') normal 1
Node_4d(x=305, y=265, floor='LL', building='RoyCarver') Node_4d(x=313, y=264, floor='LL', building='RoyCarver') normal 1
Node_4d(x=305, y=265, floor='LL', building='RoyCarver') Node_4d(x=309, y=273, floor='LL', building='RoyCarver') normal 1
Node_4d(x=306, y=225, floor='LL', building='RoyCarver') Node_4d(x=306, y=225, floor='LL', building='RoyCarver') normal 1
Node_4d(x=306, y=225, floor='LL', building='RoyCarver') Node_4d(x=314, y=226, floor='LL', building='RoyCarver') normal 1
Node_4d(x=306, y=225, floor='LL', building='RoyCarver') Node_4d(x=307, y=233, floor='LL', building='RoyCarver') normal 1
Node_4d(x=306, y=225, floor='LL', building='RoyCarver') Node_4d(x=298, y=222, floor='LL', building='RoyCarver') normal 1
Node_4d(x=307, y=33, floor='LL', building='RoyCarver') Node_4d(x=307, y=33, floor='LL', building='RoyCarver') normal 1
Node_4d(x=307, y=33, floor='LL', building='RoyCarver') Node_4d(x=315, y=34, floor='LL', building='RoyCarver') normal 1
Node_4d(x=307, y=233, floor='LL', building='RoyCarver') Node_4d(x=307, y=233, floor='LL', building='RoyCarver') normal 1
Node_4d(x=307, y=233, floor='LL', building='RoyCarver') Node_4d(x=314, y=237, floor='LL', building='RoyCarver') normal 1
Node_4d(x=307, y=233, floor='LL', building='RoyCarver') Node_4d(x=314, y=226, floor='LL', building='RoyCarver') normal 1
Node_4d(x=309, y=273, floor='LL', building='RoyCarver') Node_4d(x=309, y=273, floor='LL', building='RoyCarver') normal 1
Node_4d(x=309, y=273, floor='LL', building='RoyCarver') Node_4d(x=316, y=276, floor='LL', building='RoyCarver') normal 1
Node_4d(x=309, y=273, floor='LL', building='RoyCarver') Node_4d(x=313, y=264, floor='LL', building='RoyCarver') normal 1
Node_4d(x=309, y=273, floor='LL', building='RoyCarver') Node_4d(x=308, y=284, floor='LL', building='RoyCarver') normal 1
Node_4d(x=309, y=292, floor='LL', building='RoyCarver') Node_4d(x=309, y=292, floor='LL', building='RoyCarver') normal 1
Node_4d(x=313, y=244, floor='LL', building='RoyCarver') Node_4d(x=313, y=244, floor='LL', building='RoyCarver') normal 1
Node_4d(x=313, y=264, floor='LL', building='RoyCarver') Node_4d(x=313, y=264, floor='LL', building='RoyCarver') normal 1
Node_4d(x=313, y=264, floor='LL', building='RoyCarver') Node_4d(x=320, y=267, floor='LL', building='RoyCarver') normal 1
Node_4d(x=313, y=264, floor='LL', building='RoyCarver') Node_4d(x=315, y=255, floor='LL', building='RoyCarver') normal 1
Node_4d(x=313, y=264, floor='LL', building='RoyCarver') Node_4d(x=322, y=258, floor='LL', building='RoyCarver') normal 1
Node_4d(x=314, y=226, floor='LL', building='RoyCarver') Node_4d(x=314, y=226, floor='LL', building='RoyCarver') normal 1
Node_4d(x=314, y=226, floor='LL', building='RoyCarver') Node_4d(x=320, y=232, floor='LL', building='RoyCarver') normal 1
Node_4d(x=314, y=226, floor='LL', building='RoyCarver') Node_4d(x=323, y=225, floor='LL', building='RoyCarver') normal 1
Node_4d(x=314, y=226, floor='LL', building='RoyCarver') Node_4d(x=314, y=237, floor='LL', building='RoyCarver') normal 1
Node_4d(x=315, y=34, floor='LL', building='RoyCarver') Node_4d(x=315, y=34, floor='LL', building='RoyCarver') normal 1
Node_4d(x=315, y=34, floor='LL', building='RoyCarver') Node_4d(x=324, y=34, floor='LL', building='RoyCarver') normal 1
Node_4d(x=315, y=78, floor='LL', building='RoyCarver') Node_4d(x=315, y=78, floor='LL', building='RoyCarver') normal 1
Node_4d(x=315, y=78, floor='LL', building='RoyCarver') Node_4d(x=318, y=71, floor='LL', building='RoyCarver') normal 1
Node_4d(x=315, y=78, floor='LL', building='RoyCarver') Node_4d(x=322, y=81, floor='LL', building='RoyCarver') normal 1
Node_4d(x=315, y=78, floor='LL', building='RoyCarver') Node_4d(x=305, y=82, floor='LL', building='RoyCarver') normal 1
Node_4d(x=315, y=255, floor='LL', building='RoyCarver') Node_4d(x=315, y=255, floor='LL', building='RoyCarver') normal 1
Node_4d(x=315, y=255, floor='LL', building='RoyCarver') Node_4d(x=308, y=252, floor='LL', building='RoyCarver') normal 1
Node_4d(x=315, y=255, floor='LL', building='RoyCarver') Node_4d(x=322, y=258, floor='LL', building='RoyCarver') normal 1
